"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","Memory","Memory","Fillrate","Memory","Processingpower(GFLOPS)","SupportedAPIversion","TDP(Watts)","Notes"
"Model","Codename","Fab(nm)","Businterface","Coreclock(MHz)","Shaderclock(MHz)","Memoryclock(MHz)","Coreconfig","Pixel(GP/s)","Texture(GT/s)","Size(MB)","Bandwidth(GB/s)","TDP(Watts)","Notes","Bustype","Buswidth(bit)","Singleprecision","Doubleprecision","Direct3D","OpenGL"
"QuadroFX380","G96","65","PCIe2.0x16","450","1100","1400","16:8:8","3.6","3.6","256","22.4","GDDR3","128","52.8","-","10.0","3.3","34","TwoDualLinkDVI,noDisplayPort"
"QuadroFX380LP","GT218GL","40","PCIe2.0x16","589","1402","1600","16:8:4","2.356","4.712","512","12.8","GDDR3","64","67.296","-","10.0","3.3","28","DisplayPort,DualLinkDVI"
"QuadroFX580","G96","65","PCIe2.0x16","450","1600","1125","32:16:8","3.6","512","7.2","25.6","128","108","GDDR3","40","DualDisplayPort,DualLinkDVI","-","10.0","3.3"
"QuadroFX1800","G100GL-U(G94)","65","550","PCIe2.0x16","1375","1600","64:32:12","6.6","17.6","768","38.4","192","264","GDDR3","59","StereoDPDualLinkDVI,DualDisplayPort,SLI","-","10.0","3.3"
"QuadroFX3800","G200-835-B3+NVIO2-A2","55","PCIe2.0x16","600","1600","1204","192:64:16","9.632","38.528","1024","51.2","StereoDPDualLinkDVI,DualDisplayPort,SLI","256","GDDR3","691.2","86.4","108","10.0","3.3"
"QuadroFX4800","G200-850-B3+NVIO2-A2","55","602","1204","PCIe2.0x16","192:64:24","1600","14.448","38.528","1536","76.8","384","693.504","StereoDPDualLinkDVI,DualDisplayPort,SLI","86.688","GDDR3","150","10.0","3.3"
"QuadroFX5800","G200-875-B2+NVIO2-A2","55","610","PCIe2.0x16","1296","1600","240:80:32","20.736","51.840","4096","102.4","512","StereoDPDualLinkDVI,DualDisplayPort,SLI","878.4","GDDR3","109.8","189","10.0","3.3"
"QuadroCX","GT200GL+NVIO2","55","602","PCIe2.0x16","1204","1600","192:64:24","14.448","38.528","1536","76.8","384","693.504","GDDR3","86.688","150","DisplayPortanddual-linkDVIOutput,optimisedforAdobeCreativeSuite4","10.0","3.3"
